"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Seviyeniz nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Ara zam / iyileştirme aldıysanız oranı hangi aralıkta?","Maaş / Aylık Türk Lirası cinsinden"
"Ağu 4, 2023",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Employee stock options
Hayat sigortası","Yurt dışı","34 İstanbul",Hybrid,"10.000 ve üzeri","Backend Developer / Engineer",Senior,"12 Yıl ve üzeri","C, C++
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
Kubernetes
Linux
Python
SQL","Türk Lirası",Net,%11-%20,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"42 Konya",Hybrid,1-50,"Mobile Developer(Cross Platform)",Mid,"1-3 Yıl",Flutter,"Türk Lirası",Net,%11-%20,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası","Yurt dışı","34 İstanbul",Hybrid,1.000-5.000,"Software Architect",Senior,"12 Yıl ve üzeri","C# / .NET Framework
DevOps araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,"%51 ve üzeri","200.000 TL - 250.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,601-1.000,"Software Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Java ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023","Belirtmek İstemiyorum","Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerce dhediye çeki
Şirket aracı
Şirket telefonu
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin","Yurt dışı","66 Yozgat",Hybrid,"10.000 ve üzeri","3D Artist",Junior,"12 Yıl ve üzeri","Adobe CC araçları
C# / .NET Framework
C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Flutter
Golang
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin
Kubernetes
Linux
Microsoft Office Araçları
No-code / Low-code Araçları
NoSQL
PHP
Python
R
Ruby
Rust
SAP
SQL
Swift
Salesforce","Hindistan Rupisi",Net,%5-%10,"250.000 TL ve üzeri"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Şirket aracı
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Hayat sigortası
Tıbbi izin",Türkiye,"06 Ankara",Ofiste,1-50,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Kubernetes
Linux","Türk Lirası",Net,%21-%35,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Hybrid,51-150,"AI - ML Developer / Engineer",Senior,"5-9 Yıl","C, C++
Linux
Microsoft Office Araçları
Python","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,51-150,DevOps,Mid,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Java ve bağlı framework'ler
Linux
No-code / Low-code Araçları
NoSQL
Python
SQL","Türk Lirası",Net,%11-%20,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,"34 İstanbul",Remote,601-1.000,DevOps,Mid,"3-5 Yıl","C# / .NET Framework
ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Brüt,%21-%35,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı",Türkiye,"34 İstanbul",Hybrid,1-50,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%5-%10,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi",Türkiye,"34 İstanbul",Hybrid,"10.000 ve üzeri","Data Scientist",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python
SQL","Türk Lirası",Brüt,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,,Remote,1-50,"Game Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework","Türk Lirası",Net,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
İşsizlik sigortası
İşçi tazminatı",Türkiye,"34 İstanbul",Ofiste,151-300,"Software Engineer",Senior,"9-12 Yıl","C# / .NET Framework
C, C++","Türk Lirası",Net,%11-%20,"100.001 TL - 130.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","System Administrator",Senior,"9-12 Yıl",Kubernetes,"Türk Lirası",Brüt,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Backend Developer / Engineer",Mid,"5-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Java ve bağlı framework'ler
Kubernetes
NoSQL
Python","Türk Lirası",Net,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"06 Ankara",Ofiste,151-300,"Product Owner",Senior,"5-9 Yıl","SAP
SQL","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,1-50,"3D Artist",Mid,"0-1 Yıl","C# / .NET Framework
ChatGPT
Java ve bağlı framework'ler
Python","Türk Lirası",Net,%5-%10,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"İşçi tazminatı
Tıbbi izin",Türkiye,"34 İstanbul",Remote,1-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%36-%50,"18.001 TL - 20.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Brüt,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Personel servisi",Türkiye,"34 İstanbul",Ofiste,1.000-5.000,"Software Engineer",Junior,"0-1 Yıl","DevOps araçları
Java ve bağlı framework'ler
Linux
SQL","Türk Lirası",Net,%11-%20,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Personel servisi
Hayat sigortası",Türkiye,"06 Ankara",Ofiste,151-300,"System Administrator",Mid,"9-12 Yıl",Linux,"Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yol / yakıt yardımı
Tıbbi izin",Türkiye,"34 İstanbul",Hybrid,1-50,"System Administrator",Junior,"0-1 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
Microsoft Office Araçları","Türk Lirası",Net,,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Fullstack Developer / Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Brüt,%21-%35,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"35 İzmir",Remote,51-150,"Team Lead",Senior,"5-9 Yıl","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Dolar,Net,,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yol / yakıt yardımı
Eğitim ödemeleri
Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı",,Remote,1-50,"Fullstack Developer / Engineer",Senior,"5-9 Yıl",PHP,Dolar,Net,%5-%10,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"34 İstanbul",Hybrid,5.000-10.000,"Software Engineer",Junior,"1-3 Yıl","DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Kubernetes
SQL","Türk Lirası",Brüt,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Şirket aracı
Şirket telefonu
Hayat sigortası","Yurt dışı","34 İstanbul",Hybrid,51-150,"Solutions Architect",Senior,"12 Yıl ve üzeri","Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
Kubernetes","Türk Lirası",Brüt,%11-%20,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Senior,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,1-50,"Backend Developer / Engineer",Junior,"1-3 Yıl","Python
SAP","Türk Lirası",Net,%11-%20,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"12 Yıl ve üzeri","Adobe CC araçları
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
PHP
SQL","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,151-300,"Backend Developer / Engineer",Senior,"9-12 Yıl","C# / .NET Framework
DevOps araçları
SQL","Türk Lirası",Brüt,%11-%20,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Hybrid,51-150,"UI/UX Designer",Junior,"1-3 Yıl","Figma / XD ve diğer tasarım araçları","Türk Lirası",Net,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Hybrid,1-50,"Frontend Developer / Engineer",Junior,"0-1 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Yol / yakıt yardımı
Özel günlerce dhediye çeki",Türkiye,"34 İstanbul",Hybrid,51-150,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%11-%20,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,5.000-10.000,"Data Analyst",Mid,"3-5 Yıl","Python
SQL","Türk Lirası",Brüt,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi",Türkiye,"34 İstanbul",Hybrid,"10.000 ve üzeri","Fullstack Developer / Engineer",Senior,"9-12 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,1-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,%36-%50,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Tıbbi izin","Yurt dışı",,Remote,51-150,"Frontend Developer / Engineer",Mid,"9-12 Yıl","Javascript / Typescript ve bağlı framework'ler",Dolar,Net,,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,601-1.000,"Cyber Security Engineer",Senior,"9-12 Yıl","ChatGPT
Python","Türk Lirası",Net,%21-%35,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Solution Developer / Specialist",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,%36-%50,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı",,Remote,1-50,"Backend Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
C, C++
Python",Dolar,Net,%5-%10,"11.402 TL - 15.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Hayat sigortası",Türkiye,"06 Ankara",Ofiste,301-600,"Software Engineer",Mid,"1-3 Yıl","C, C++","Türk Lirası",Net,%36-%50,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
İşsizlik sigortası
İşçi tazminatı",Türkiye,"06 Ankara",Hybrid,51-150,"Tech Lead",Senior,"5-9 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
Salesforce","Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Eğitim ödemeleri
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin","Yurt dışı",,Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
SQL",Sterlin,Brüt,,"200.000 TL - 250.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,301-600,"Enterprise Architect",Senior,"9-12 Yıl","Adobe CC araçları
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
Linux
Python","Türk Lirası",Net,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"06 Ankara",Hybrid,301-600,"Backend Developer / Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Spor salonu üyeliği / indirimi
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
İşsizlik sigortası
Tıbbi izin",Türkiye,"06 Ankara",Ofiste,"10.000 ve üzeri","Embedded Developer / Engineer",Junior,"0-1 Yıl","C, C++
Linux","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası","Yurt dışı",,Remote,51-150,"Backend Developer / Engineer",Mid,"5-9 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Golang
PHP",Dolar,Net,,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Tıbbi izin","Yurt dışı",,Remote,1-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları",Dolar,Net,%11-%20,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","BI Developer / Engineer",Mid,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Brüt,%11-%20,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Ofiste,"10.000 ve üzeri","Software Engineer",Senior,"9-12 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Docker / containerd / Hyper-V / LXC / Podman
SQL","Türk Lirası",Brüt,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı",,Remote,1-50,"Backend Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler
NoSQL",Dolar,Brüt,,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
SQL","Türk Lirası",Net,%36-%50,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı","Yurt dışı",,Ofiste,1-50,"Integration Developer",Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
NoSQL
PHP
Python
SQL",Euro,Net,%5-%10,"130.001 TL - 160.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"06 Ankara",Ofiste,5.000-10.000,"AI - ML Developer / Engineer",Junior,"0-1 Yıl","Python
SQL","Türk Lirası",Net,%5-%10,"11.402 TL - 15.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Employee stock options",Türkiye,"34 İstanbul",Hybrid,151-300,"Engineering Manager",Mid,"12 Yıl ve üzeri","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Golang
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin
Linux
NoSQL
PHP
Python
SQL
Swift","Türk Lirası",Net,%11-%20,"130.001 TL - 160.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri","Yurt dışı","34 İstanbul",Remote,51-150,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Kubernetes
Microsoft Office Araçları
SQL","Türk Lirası",Net,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Ofiste,601-1.000,"Product Owner",Junior,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Brüt,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 4, 2023","Belirtmek İstemiyorum","Yemek kartı
Özel günlerce dhediye çeki
Şirket telefonu
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"06 Ankara",Remote,51-150,"Software Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux","Türk Lirası",Net,%36-%50,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,601-1.000,"Data Scientist",Senior,"5-9 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Linux
Python
SQL","Türk Lirası",Brüt,%21-%35,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,151-300,"Data Engineer",Junior,"0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Python",Dolar,Net,"%51 ve üzeri","30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi",Türkiye,"34 İstanbul",Hybrid,301-600,"Software Design Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
SQL","Türk Lirası",Brüt,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,1-50,"Backend Developer / Engineer",Mid,"1-3 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
PHP
SQL
Salesforce","Türk Lirası",Net,"%51 ve üzeri","30.001 TL - 37.000 TL"
